# Resultant (after processing) measured flexural accelerances (m/(s^2N)) for flexural wavenumber estimation at respective locations 
# frequency, at 0.25 m, at 0.325 m, at 0.4 m, at 0.475 m, at 0.55 m, at 0.9 m, at 0.975 m, at 1.05 m, at 1.125 m, at 1.2 m, at 1.575 m, at 1.645 m, at 1.65 m, at 1.685 m, at 1.725 m, at 1.765 m, at 1.8 m, at 1.805 m, at 1.875 m
0.000000e+00+0.000000e+00j,7.182312e+00+0.000000e+00j,1.436198e+01+0.000000e+00j,2.229774e+01+0.000000e+00j,7.083101e+01+0.000000e+00j,2.607443e+02+0.000000e+00j,1.537305e+02+0.000000e+00j,-1.193259e+02+0.000000e+00j,-1.925084e+02+0.000000e+00j,-2.512713e+02+0.000000e+00j,-8.355567e+01+0.000000e+00j,-4.495188e+01+0.000000e+00j,-1.203385e+02+0.000000e+00j,-7.601660e+01+0.000000e+00j,2.582106e+02+0.000000e+00j,-1.471379e+02+0.000000e+00j,-8.917371e+00+0.000000e+00j,-2.647842e+01+0.000000e+00j,-1.027824e+02+0.000000e+00j,1.099521e+02+0.000000e+00j
2.335938e+02+0.000000e+00j,2.391637e-01-1.385698e-02j,1.272564e-01-4.691957e-03j,2.561705e-02-5.836248e-03j,-7.911503e-02-1.009891e-02j,-1.781408e-01-3.233797e-03j,-4.294625e-01-1.392305e-03j,-3.241195e-01-3.503811e-03j,-6.318175e-02+1.005138e-02j,2.940716e-01+3.047661e-02j,7.444321e-01+3.852485e-02j,-3.362930e-03-1.036154e-02j,-1.446304e+00-5.419648e-02j,-1.556186e+00-5.186067e-02j,-2.181452e+00-5.057955e-02j,-2.643263e+00-4.195910e-02j,-2.914931e+00-6.068435e-02j,-2.825944e+00-5.382763e-02j,-2.781697e+00-3.628079e-02j,-9.320727e-01-1.242563e-02j
2.343750e+02+0.000000e+00j,2.342551e-01-7.660066e-03j,1.367553e-01+4.305370e-04j,3.369319e-02-5.732307e-03j,-6.390300e-02-1.116358e-02j,-1.715767e-01-1.619529e-02j,-4.319340e-01+1.011167e-02j,-3.298427e-01+4.621623e-04j,-8.852765e-02+2.724757e-02j,2.735083e-01+3.295431e-02j,7.068596e-01+3.380096e-02j,2.579457e-02-1.528808e-02j,-1.401000e+00-3.648207e-02j,-1.522249e+00-5.001606e-02j,-2.111937e+00-5.149343e-02j,-2.617776e+00-5.603413e-02j,-2.844937e+00-6.982562e-02j,-2.742826e+00-4.865597e-02j,-2.720606e+00-2.977529e-02j,-9.315529e-01-1.303208e-02j
2.351562e+02+0.000000e+00j,2.219656e-01-3.060827e-03j,1.322817e-01-3.897701e-03j,3.778807e-02-8.908330e-03j,-6.452429e-02-8.162854e-03j,-1.670982e-01-6.113639e-03j,-4.407895e-01+1.500055e-03j,-3.360950e-01+1.022936e-02j,-9.210164e-02+2.426991e-02j,2.545937e-01+1.268161e-02j,6.868417e-01+2.388896e-02j,4.500854e-02-1.053499e-02j,-1.364689e+00-3.310715e-02j,-1.485383e+00-4.157023e-02j,-2.086948e+00-4.916765e-02j,-2.577783e+00-3.696062e-02j,-2.804199e+00-7.608666e-02j,-2.722290e+00-1.972609e-02j,-2.679218e+00-5.456155e-02j,-9.266247e-01+2.097392e-03j
2.359375e+02+0.000000e+00j,2.260646e-01-4.191581e-03j,1.418405e-01-3.127863e-03j,3.258786e-02-7.980717e-03j,-5.732116e-02-8.529435e-03j,-1.603644e-01-9.294487e-03j,-4.430747e-01-2.550572e-03j,-3.470977e-01-2.723995e-03j,-1.159068e-01+9.249746e-03j,2.351745e-01+1.641827e-02j,6.725589e-01+3.502264e-02j,6.167692e-02-9.351357e-03j,-1.327676e+00-3.113957e-02j,-1.436755e+00-4.378439e-02j,-2.033380e+00-4.496834e-02j,-2.503874e+00-4.044825e-02j,-2.784872e+00-8.274819e-02j,-2.712917e+00-5.557715e-02j,-2.665258e+00-2.485938e-02j,-9.343594e-01-7.600770e-04j
2.367188e+02+0.000000e+00j,2.282669e-01-9.205300e-03j,1.403235e-01-3.699907e-03j,4.645428e-02-2.332199e-03j,-4.471658e-02-8.355667e-03j,-1.619347e-01-4.500113e-03j,-4.371814e-01+1.337560e-02j,-3.491087e-01+1.043179e-02j,-1.194894e-01-3.207420e-03j,2.111830e-01+1.795121e-02j,6.376420e-01+2.785438e-02j,9.075371e-02-7.945206e-03j,-1.283605e+00-5.454489e-02j,-1.390847e+00-3.291006e-02j,-1.980758e+00-5.829126e-02j,-2.430798e+00-5.760212e-02j,-2.732301e+00-7.563795e-02j,-2.643965e+00-3.816747e-02j,-2.609958e+00-5.507582e-02j,-9.166378e-01+2.906020e-04j
2.375000e+02+0.000000e+00j,2.223950e-01-9.412296e-03j,1.378341e-01-1.058035e-02j,5.286096e-02-8.042389e-03j,-5.361842e-02-1.260219e-02j,-1.615671e-01-4.084425e-04j,-4.316636e-01+5.872025e-03j,-3.500621e-01+1.979176e-03j,-1.324065e-01+1.514732e-02j,2.031572e-01+1.856121e-02j,6.289073e-01+2.681230e-02j,9.357146e-02-2.681129e-02j,-1.248175e+00-4.322335e-02j,-1.361547e+00-3.365788e-02j,-1.920551e+00-3.194388e-02j,-2.398243e+00-4.402229e-02j,-2.657393e+00-6.503618e-02j,-2.643206e+00-5.191570e-02j,-2.577725e+00-1.705371e-02j,-9.157217e-01-2.421334e-03j
2.382812e+02+0.000000e+00j,2.272888e-01-5.697343e-03j,1.384085e-01-1.634083e-03j,4.692707e-02+6.766799e-03j,-4.243698e-02+8.046680e-04j,-1.405439e-01-4.724074e-03j,-4.385860e-01+4.461732e-03j,-3.615392e-01-3.081348e-03j,-1.450462e-01+8.270056e-03j,1.899945e-01+6.197655e-03j,5.893161e-01+2.097782e-02j,1.043394e-01-1.393975e-02j,-1.213628e+00-4.257834e-02j,-1.311622e+00-4.156177e-02j,-1.871868e+00-4.003930e-02j,-2.366486e+00-7.246405e-02j,-2.622847e+00-7.828994e-02j,-2.575871e+00-6.543301e-02j,-2.535386e+00-1.063203e-02j,-9.069493e-01-5.721594e-03j
2.390625e+02+0.000000e+00j,2.224039e-01-1.996326e-03j,1.342869e-01-5.280591e-03j,5.806099e-02-2.367067e-03j,-4.915826e-02-1.173903e-02j,-1.486470e-01-7.306735e-03j,-4.422841e-01+1.106606e-02j,-3.585776e-01-9.016800e-03j,-1.533271e-01+1.432599e-02j,1.689149e-01+1.031452e-02j,5.731787e-01+2.294799e-02j,1.187488e-01-6.292250e-04j,-1.158389e+00-6.497211e-02j,-1.263953e+00-2.972829e-02j,-1.826286e+00-6.082850e-02j,-2.322157e+00-5.323224e-02j,-2.570749e+00-8.785888e-02j,-2.524693e+00-5.917201e-02j,-2.475923e+00-5.934054e-02j,-8.869316e-01-1.316742e-02j
2.398438e+02+0.000000e+00j,2.219423e-01+8.811212e-04j,1.502067e-01-1.048163e-02j,4.395445e-02-1.106546e-02j,-3.919167e-02-8.330927e-03j,-1.358180e-01-3.291653e-03j,-4.310747e-01-1.170097e-02j,-3.614144e-01+3.482263e-03j,-1.490817e-01+6.987805e-03j,1.512855e-01+2.535162e-02j,5.461156e-01+2.851550e-02j,1.489703e-01-6.229442e-03j,-1.137608e+00-9.808962e-02j,-1.231806e+00-5.535543e-02j,-1.784340e+00-9.305168e-02j,-2.251145e+00-9.480333e-02j,-2.574082e+00-1.430957e-01j,-2.507111e+00-7.263522e-02j,-2.440863e+00-8.317719e-02j,-8.822506e-01-3.810301e-02j
2.406250e+02+0.000000e+00j,2.345047e-01+2.202756e-03j,1.444255e-01+6.073264e-03j,4.808324e-02-1.426432e-02j,-3.464839e-02-1.101835e-02j,-1.314668e-01-1.825192e-02j,-4.280613e-01-1.975929e-03j,-3.516962e-01+2.297190e-03j,-1.757191e-01+5.997917e-03j,1.301272e-01+2.745770e-02j,5.332067e-01+4.774537e-02j,1.613173e-01-1.094208e-02j,-1.116930e+00-9.375671e-02j,-1.221624e+00-8.407971e-02j,-1.779648e+00-1.009803e-01j,-2.265717e+00-1.326309e-01j,-2.563176e+00-1.557798e-01j,-2.489136e+00-1.450857e-01j,-2.445082e+00-1.234353e-01j,-8.802742e-01-3.227345e-02j
2.414062e+02+0.000000e+00j,2.212411e-01+2.247605e-03j,1.382753e-01-6.750073e-03j,4.834827e-02-8.925790e-03j,-2.825971e-02-7.174411e-03j,-1.205968e-01-1.069595e-02j,-4.333347e-01-2.004476e-02j,-3.635549e-01-6.839359e-03j,-1.775773e-01+8.852007e-04j,1.212000e-01+1.945326e-02j,5.048413e-01+4.183789e-02j,1.685721e-01-2.989449e-03j,-1.084668e+00-1.099096e-01j,-1.165062e+00-9.321222e-02j,-1.706888e+00-1.220112e-01j,-2.179990e+00-1.842889e-01j,-2.495428e+00-2.053842e-01j,-2.415005e+00-1.394575e-01j,-2.357514e+00-1.363938e-01j,-8.541108e-01-5.249282e-02j
2.421875e+02+0.000000e+00j,2.297395e-01+3.357495e-04j,1.521928e-01+4.034000e-06j,5.548545e-02+1.253325e-03j,-3.046235e-02-7.850245e-03j,-1.168397e-01-1.497241e-02j,-4.328710e-01-2.698342e-02j,-3.760027e-01-2.710237e-02j,-1.848046e-01+3.875753e-03j,1.120402e-01+2.106745e-02j,4.972021e-01+6.520275e-02j,1.886655e-01+1.931145e-02j,-1.095518e+00-1.302324e-01j,-1.173726e+00-1.518002e-01j,-1.744116e+00-1.982733e-01j,-2.220931e+00-2.307205e-01j,-2.545947e+00-2.377593e-01j,-2.456455e+00-2.328806e-01j,-2.410752e+00-2.380964e-01j,-9.164892e-01-7.826516e-02j
2.429688e+02+0.000000e+00j,2.343391e-01+4.015353e-03j,1.538845e-01-1.004473e-03j,7.313505e-02-7.213070e-04j,-2.614968e-02-4.327898e-03j,-1.082267e-01-2.421890e-02j,-4.359473e-01-3.400019e-02j,-3.789821e-01-2.575227e-02j,-1.986942e-01-1.495884e-02j,9.945882e-02+2.531494e-02j,4.903689e-01+8.630715e-02j,2.045539e-01+1.505512e-02j,-1.079516e+00-1.639887e-01j,-1.144668e+00-1.771083e-01j,-1.714156e+00-2.450138e-01j,-2.207406e+00-2.999219e-01j,-2.534504e+00-3.352779e-01j,-2.446809e+00-3.235942e-01j,-2.381255e+00-3.070643e-01j,-8.993468e-01-9.900981e-02j
2.437500e+02+0.000000e+00j,2.333724e-01+2.046980e-02j,1.545790e-01+5.443593e-03j,7.879084e-02-3.471128e-03j,-1.836622e-02-1.556731e-02j,-1.085148e-01-3.648419e-02j,-4.449696e-01-5.429302e-02j,-4.028065e-01-4.145725e-02j,-2.093106e-01-2.534873e-02j,9.365061e-02+2.561025e-02j,4.964842e-01+8.871548e-02j,2.236976e-01+2.190515e-02j,-1.087173e+00-1.682351e-01j,-1.155453e+00-2.053745e-01j,-1.760590e+00-2.901687e-01j,-2.230450e+00-3.500426e-01j,-2.609792e+00-3.770600e-01j,-2.487875e+00-3.755561e-01j,-2.443573e+00-3.977758e-01j,-9.297651e-01-1.095273e-01j
2.445312e+02+0.000000e+00j,2.360244e-01+9.733070e-03j,1.564728e-01+1.149779e-02j,7.090008e-02-6.298251e-03j,-2.881106e-02-1.058135e-02j,-1.158892e-01-1.731915e-02j,-4.665468e-01-5.629303e-02j,-4.125131e-01-4.899876e-02j,-2.250113e-01-2.295528e-02j,8.622303e-02+3.476124e-02j,4.993419e-01+7.036244e-02j,2.729619e-01+1.941281e-02j,-1.139886e+00-1.855235e-01j,-1.195665e+00-1.670064e-01j,-1.829446e+00-2.875680e-01j,-2.310045e+00-3.045243e-01j,-2.743273e+00-3.788120e-01j,-2.608017e+00-3.256110e-01j,-2.566483e+00-4.178544e-01j,-9.876695e-01-1.281295e-01j
2.453125e+02+0.000000e+00j,2.490836e-01+2.083324e-02j,1.489575e-01-6.341610e-04j,6.353117e-02+1.794672e-03j,-2.146766e-02-1.155167e-02j,-1.261846e-01-3.115842e-02j,-4.905154e-01-4.815892e-02j,-4.366652e-01-6.268605e-02j,-2.494876e-01-1.651987e-02j,6.596401e-02+2.249554e-02j,5.057685e-01+6.328143e-02j,2.801002e-01+2.114425e-02j,-1.116847e+00-1.619351e-01j,-1.245540e+00-1.310068e-01j,-1.850470e+00-2.543182e-01j,-2.429294e+00-2.557060e-01j,-2.722793e+00-3.374084e-01j,-2.754511e+00-2.871900e-01j,-2.636445e+00-3.696455e-01j,-1.005111e+00-1.160577e-01j
2.460938e+02+0.000000e+00j,2.470903e-01+7.773950e-04j,1.637615e-01+1.662952e-03j,7.199681e-02-6.052129e-03j,-2.265853e-02-4.496075e-04j,-1.066857e-01-2.916030e-02j,-5.002541e-01-6.181245e-02j,-4.467578e-01-4.120835e-02j,-2.504367e-01-6.191043e-03j,5.023374e-02+1.696041e-02j,4.759866e-01+5.888827e-02j,2.958903e-01+6.460074e-03j,-1.103392e+00-1.146077e-01j,-1.186074e+00-1.347751e-01j,-1.829703e+00-1.705933e-01j,-2.351318e+00-2.421497e-01j,-2.712865e+00-2.431559e-01j,-2.660000e+00-2.582311e-01j,-2.689604e+00-2.501430e-01j,-1.015916e+00-7.728635e-02j
2.468750e+02+0.000000e+00j,2.534884e-01+8.097540e-03j,1.674865e-01+5.468399e-03j,8.891977e-02-6.749203e-03j,-1.513172e-02-6.398024e-03j,-1.269775e-01-3.570263e-02j,-5.112642e-01-5.938349e-02j,-4.596211e-01-4.263234e-02j,-2.801987e-01-1.953058e-02j,4.545901e-02+9.977634e-03j,4.773124e-01+4.768856e-02j,3.244741e-01+9.515929e-03j,-1.103341e+00-8.647461e-02j,-1.202959e+00-1.224760e-01j,-1.859840e+00-1.866944e-01j,-2.415138e+00-2.125110e-01j,-2.788105e+00-2.110682e-01j,-2.777197e+00-2.268701e-01j,-2.734592e+00-2.536713e-01j,-1.045534e+00-8.351888e-02j
2.476562e+02+0.000000e+00j,2.512043e-01+3.590156e-03j,1.638242e-01+6.120640e-03j,8.044356e-02-8.293680e-03j,-2.106917e-02-2.866693e-03j,-1.174644e-01-2.173624e-02j,-5.205266e-01-2.532534e-02j,-4.684670e-01-3.125752e-02j,-2.884241e-01-1.573539e-02j,2.911160e-02+1.193909e-02j,4.645202e-01+3.518145e-02j,3.442819e-01-1.654047e-02j,-1.081747e+00-8.702301e-02j,-1.198564e+00-7.857235e-02j,-1.849171e+00-1.429247e-01j,-2.406327e+00-1.304767e-01j,-2.749053e+00-1.672219e-01j,-2.772152e+00-1.375707e-01j,-2.745407e+00-2.048821e-01j,-1.045016e+00-7.511889e-02j
2.484375e+02+0.000000e+00j,2.523745e-01-4.000330e-03j,1.666005e-01-1.170936e-02j,8.779828e-02-1.579043e-02j,-1.222883e-02-6.080129e-03j,-1.165655e-01-1.371956e-02j,-5.250844e-01-2.332155e-02j,-4.997900e-01-1.773983e-02j,-2.841239e-01-1.292247e-02j,2.279162e-02+1.131616e-02j,4.508223e-01+2.872240e-02j,3.416037e-01-6.383450e-03j,-1.085627e+00-4.756121e-02j,-1.146571e+00-6.684245e-02j,-1.864340e+00-1.005769e-01j,-2.336766e+00-1.214551e-01j,-2.788903e+00-9.913089e-02j,-2.739810e+00-1.487758e-01j,-2.785700e+00-1.181565e-01j,-1.065113e+00-5.527395e-03j
2.492188e+02+0.000000e+00j,2.469906e-01+3.051725e-03j,1.679426e-01+3.649575e-03j,7.457889e-02-6.891966e-05j,-1.491182e-02-7.174275e-03j,-1.211911e-01-1.578135e-03j,-5.428187e-01-1.078843e-02j,-4.891853e-01+1.849717e-03j,-3.057647e-01+9.227356e-03j,1.226879e-02+9.978467e-03j,4.407561e-01+2.043861e-02j,3.590218e-01-3.127943e-03j,-1.036077e+00-3.635224e-02j,-1.165152e+00-5.195091e-02j,-1.798600e+00-4.057386e-02j,-2.379873e+00-1.013255e-01j,-2.705561e+00-4.928519e-02j,-2.806395e+00-6.996995e-02j,-2.744109e+00-2.620360e-02j,-1.054823e+00-9.597343e-03j
2.500000e+02+0.000000e+00j,2.609261e-01+3.050308e-03j,1.758124e-01-4.481568e-03j,8.292347e-02-6.200608e-03j,-6.231681e-03-8.601528e-03j,-1.194026e-01+1.607597e-03j,-5.279321e-01-3.068495e-04j,-4.995669e-01-1.928140e-02j,-3.052670e-01+7.010025e-03j,-1.039972e-02+1.223242e-02j,4.064761e-01+1.841459e-02j,3.824943e-01-1.044869e-02j,-1.023354e+00-5.204483e-02j,-1.115326e+00-3.997307e-02j,-1.786324e+00-9.016325e-02j,-2.297639e+00-5.625984e-02j,-2.732396e+00-9.200618e-02j,-2.737064e+00-5.643185e-02j,-2.736890e+00-8.584266e-02j,-1.051286e+00-4.114763e-02j
2.507812e+02+0.000000e+00j,2.450950e-01-4.846245e-03j,1.762443e-01+3.865085e-03j,9.582943e-02-2.921749e-03j,-1.244203e-02-5.615284e-03j,-1.060758e-01-1.325450e-02j,-5.504134e-01-3.329660e-03j,-5.039073e-01-3.249755e-03j,-3.390164e-01-5.172606e-04j,-2.341195e-02+1.577572e-02j,3.943410e-01+1.811531e-02j,4.032482e-01-5.681976e-03j,-1.009909e+00-4.029821e-02j,-1.100929e+00-3.098933e-02j,-1.784318e+00-8.773823e-02j,-2.302094e+00-7.917614e-02j,-2.731110e+00-9.912625e-02j,-2.740002e+00-3.535116e-02j,-2.744218e+00-6.678853e-02j,-1.067259e+00-3.356004e-02j
2.515625e+02+0.000000e+00j,2.603186e-01+5.231255e-03j,1.788368e-01+1.936794e-04j,9.379607e-02-7.917055e-04j,5.461600e-05+9.368210e-04j,-1.092491e-01-2.617390e-03j,-5.332121e-01+2.133936e-03j,-5.029134e-01+4.769166e-03j,-3.416130e-01+1.934871e-02j,-3.103636e-02+1.128109e-02j,3.785451e-01+8.734043e-03j,4.043486e-01-2.277499e-02j,-9.772299e-01-1.669981e-02j,-1.085033e+00-3.224484e-02j,-1.747802e+00-3.840166e-02j,-2.301502e+00-3.141667e-02j,-2.679348e+00-4.746106e-02j,-2.747747e+00-1.875079e-02j,-2.709430e+00-4.298155e-03j,-1.063179e+00-3.138225e-03j
2.523438e+02+0.000000e+00j,2.538875e-01-1.063930e-02j,1.872423e-01-1.620180e-03j,9.534772e-02+1.806530e-03j,-1.029315e-03+6.918464e-03j,-9.808222e-02-8.675044e-03j,-5.352151e-01+4.042260e-03j,-5.159161e-01+7.376171e-03j,-3.345408e-01+1.291887e-02j,-3.893325e-02+1.372798e-02j,3.693734e-01+1.064230e-02j,4.197894e-01-2.008262e-02j,-9.782879e-01-3.106788e-02j,-1.069181e+00-3.343622e-02j,-1.734656e+00-7.055233e-02j,-2.260306e+00-5.074679e-02j,-2.701952e+00-5.007156e-02j,-2.733558e+00-3.343982e-02j,-2.706431e+00-4.166044e-02j,-1.065002e+00+1.242283e-03j
2.531250e+02+0.000000e+00j,2.537850e-01+4.705389e-03j,1.751858e-01-3.472313e-03j,9.307033e-02-6.700615e-03j,9.548801e-03+2.388133e-03j,-9.712187e-02-1.349932e-02j,-5.524711e-01-1.689478e-03j,-5.087044e-01-4.375813e-03j,-3.655588e-01+1.410426e-02j,-5.591300e-02+1.568923e-02j,3.653272e-01+1.489435e-02j,4.475743e-01-4.625182e-03j,-9.300564e-01-2.633780e-02j,-1.049796e+00-2.330714e-02j,-1.707164e+00-5.110966e-02j,-2.273941e+00-7.209536e-02j,-2.657037e+00-4.409122e-02j,-2.703632e+00-3.064102e-02j,-2.671381e+00-5.314154e-03j,-1.076462e+00+5.008120e-03j
2.539062e+02+0.000000e+00j,2.555467e-01+4.741911e-03j,1.887926e-01+7.302295e-04j,9.403523e-02-1.168294e-02j,2.404395e-02+4.753724e-03j,-8.389054e-02+2.488337e-03j,-5.397931e-01+6.929679e-03j,-5.149401e-01+7.115672e-03j,-3.561630e-01+1.576019e-02j,-6.547613e-02+7.226415e-03j,3.268887e-01+1.775658e-02j,4.522034e-01-2.408083e-03j,-9.202856e-01-1.982435e-02j,-1.018947e+00-3.026611e-02j,-1.691883e+00-7.179263e-02j,-2.253407e+00-5.762350e-02j,-2.661930e+00-6.384144e-02j,-2.684330e+00-1.346259e-02j,-2.660676e+00-1.345775e-02j,-1.066327e+00+1.595031e-03j
2.546875e+02+0.000000e+00j,2.574628e-01+3.224918e-03j,1.853396e-01-1.007305e-03j,1.020536e-01+7.039590e-04j,1.947046e-02-1.241336e-02j,-8.179987e-02-1.314000e-02j,-5.370601e-01+7.210698e-03j,-5.169281e-01+6.941958e-03j,-3.728715e-01+9.625005e-03j,-8.386045e-02-1.745080e-03j,3.228371e-01+2.415593e-02j,4.687653e-01-1.124673e-02j,-8.973228e-01-3.408683e-02j,-9.992793e-01-1.781208e-02j,-1.684247e+00-3.646010e-02j,-2.246408e+00-5.579331e-02j,-2.665579e+00-3.780539e-02j,-2.697707e+00-7.783059e-03j,-2.672396e+00-3.993205e-03j,-1.074667e+00+7.588824e-03j
2.554688e+02+0.000000e+00j,2.548082e-01-4.584860e-04j,1.775694e-01+2.194020e-03j,1.092100e-01-2.022338e-03j,1.892496e-02+1.226176e-02j,-9.273692e-02+2.221880e-03j,-5.342811e-01+2.254045e-04j,-5.376066e-01+4.997958e-03j,-3.749798e-01+1.810841e-02j,-9.863869e-02+5.814069e-03j,3.115880e-01+1.533982e-02j,4.823335e-01-1.303418e-02j,-8.773949e-01-9.835263e-03j,-9.845036e-01-7.907266e-03j,-1.654210e+00-2.119659e-02j,-2.216145e+00-2.519068e-02j,-2.630366e+00-1.793813e-02j,-2.705470e+00+2.657894e-02j,-2.657560e+00+4.647725e-02j,-1.094855e+00+1.911555e-02j
2.562500e+02+0.000000e+00j,2.574631e-01-1.416835e-03j,1.872645e-01-4.538329e-03j,1.112816e-01+8.778893e-04j,1.846351e-02+8.205120e-04j,-7.917389e-02-5.313144e-03j,-5.308578e-01+1.895667e-03j,-5.392603e-01-1.466278e-03j,-3.755924e-01+1.373081e-02j,-1.100093e-01+2.225697e-02j,3.032546e-01+8.507822e-03j,4.846634e-01-2.031971e-02j,-8.618900e-01-8.537288e-03j,-9.707482e-01-3.490261e-02j,-1.636890e+00-2.413186e-02j,-2.211840e+00-3.069474e-02j,-2.637700e+00-2.463890e-02j,-2.702789e+00+2.219088e-02j,-2.646267e+00+1.732500e-02j,-1.103060e+00+1.049545e-02j
2.570312e+02+0.000000e+00j,2.642269e-01-4.572727e-03j,1.901979e-01-3.542892e-03j,1.136934e-01+3.592300e-03j,2.380112e-02-1.118205e-02j,-7.196061e-02-4.656230e-04j,-5.411225e-01+1.277250e-02j,-5.443758e-01+7.104239e-03j,-3.862861e-01+1.814891e-02j,-1.158662e-01+2.626950e-02j,2.770275e-01+1.724290e-02j,5.220282e-01-1.434130e-02j,-8.677587e-01-1.752591e-02j,-9.393556e-01-1.552827e-02j,-1.644348e+00-1.939856e-02j,-2.200614e+00-3.165756e-02j,-2.639908e+00-6.874580e-03j,-2.690885e+00+2.167333e-02j,-2.683026e+00+2.999840e-02j,-1.101101e+00-7.430169e-03j
2.578125e+02+0.000000e+00j,2.540802e-01-2.235254e-03j,1.936446e-01+1.903038e-04j,1.060901e-01+1.667658e-04j,3.730530e-02-3.369207e-03j,-7.350579e-02+3.704166e-03j,-5.446469e-01+1.537427e-02j,-5.371837e-01+9.910560e-03j,-3.965114e-01+9.359275e-03j,-1.332809e-01+1.206905e-02j,2.676435e-01+5.668978e-03j,5.180977e-01-1.375686e-02j,-8.335142e-01-2.139144e-02j,-9.288650e-01-2.190751e-02j,-1.617549e+00-3.349906e-02j,-2.197450e+00-1.572341e-02j,-2.652013e+00-3.012351e-02j,-2.703527e+00+1.475536e-02j,-2.653566e+00-1.163175e-03j,-1.105291e+00+2.706434e-03j
2.585938e+02+0.000000e+00j,2.556736e-01+3.323313e-03j,1.883568e-01-8.239741e-03j,1.092260e-01+5.609850e-03j,3.163319e-02+1.123584e-02j,-6.411641e-02-2.560532e-03j,-5.566411e-01-3.379167e-03j,-5.537051e-01+3.257745e-03j,-4.161902e-01+1.004905e-02j,-1.423487e-01+2.084327e-02j,2.581381e-01+1.772202e-02j,5.461320e-01-1.503936e-02j,-8.151361e-01-1.728110e-02j,-9.234897e-01-2.007835e-02j,-1.624394e+00-1.625600e-02j,-2.204428e+00-3.802967e-02j,-2.647605e+00-1.066075e-02j,-2.701551e+00+2.961390e-02j,-2.692400e+00+2.023597e-02j,-1.112013e+00+1.749705e-02j
2.593750e+02+0.000000e+00j,2.612674e-01-5.073233e-03j,1.999165e-01-2.394021e-03j,1.183369e-01-6.061778e-03j,4.472835e-02-4.204336e-03j,-7.150474e-02-1.095423e-03j,-5.536811e-01+2.870038e-03j,-5.589390e-01+1.189613e-02j,-4.208943e-01+1.579765e-03j,-1.545938e-01+2.434382e-02j,2.423097e-01+2.467799e-02j,5.637352e-01-2.951628e-02j,-8.086065e-01-9.063865e-03j,-9.076565e-01-2.507040e-02j,-1.593584e+00-2.185284e-02j,-2.185151e+00-3.209647e-02j,-2.640793e+00+8.170450e-04j,-2.696338e+00+2.523832e-02j,-2.696754e+00+4.560364e-02j,-1.126191e+00+2.470595e-03j
2.601562e+02+0.000000e+00j,2.603220e-01-4.964015e-03j,1.992316e-01-2.937205e-04j,1.214344e-01-1.450873e-02j,4.387360e-02-1.100947e-02j,-6.577452e-02-1.764298e-02j,-5.598620e-01+9.663556e-03j,-5.619994e-01+5.725158e-03j,-4.342665e-01+3.550962e-03j,-1.630848e-01+1.643270e-02j,2.410973e-01+8.872757e-03j,5.758513e-01-1.839504e-02j,-8.021405e-01-1.568980e-02j,-8.925170e-01-1.659816e-02j,-1.591206e+00-1.131418e-02j,-2.192131e+00-4.111493e-02j,-2.656239e+00+7.890361e-03j,-2.729211e+00+2.448783e-02j,-2.703209e+00+2.224509e-02j,-1.130440e+00+2.397820e-03j
2.609375e+02+0.000000e+00j,2.632165e-01-1.225741e-03j,2.110399e-01-3.902694e-03j,1.151440e-01-1.211479e-03j,4.669244e-02-8.859277e-03j,-6.190964e-02-3.258873e-03j,-5.720208e-01+4.584151e-03j,-5.698663e-01+1.235593e-02j,-4.342543e-01+6.177496e-03j,-1.844945e-01+2.146878e-02j,2.349910e-01+6.235885e-03j,5.991272e-01-1.942975e-02j,-7.824258e-01-1.003423e-02j,-8.797305e-01-1.310312e-02j,-1.588554e+00-2.224988e-03j,-2.187153e+00-2.836453e-02j,-2.658765e+00+4.084342e-03j,-2.737376e+00+2.425084e-02j,-2.710332e+00+4.039981e-02j,-1.137317e+00+1.679058e-02j
2.617188e+02+0.000000e+00j,2.628681e-01+3.939560e-04j,2.010126e-01+3.922592e-03j,1.235771e-01-2.091630e-03j,4.670029e-02-6.317393e-03j,-5.629860e-02+4.773762e-03j,-5.564786e-01-6.015905e-04j,-5.756638e-01+6.081193e-03j,-4.552770e-01+1.525185e-02j,-1.811131e-01+1.626918e-02j,2.040851e-01+1.412871e-02j,6.239110e-01-1.836298e-02j,-7.699107e-01-1.919706e-02j,-8.646160e-01-2.312361e-02j,-1.581496e+00-1.872602e-02j,-2.191055e+00-3.104430e-02j,-2.673137e+00-6.203216e-03j,-2.739952e+00+2.157152e-02j,-2.743863e+00+2.139639e-02j,-1.154419e+00+3.901545e-03j
2.625000e+02+0.000000e+00j,2.624824e-01+7.063900e-04j,2.005115e-01-2.103112e-03j,1.214985e-01+5.855308e-03j,5.169914e-02-1.420882e-02j,-6.162803e-02-1.725891e-03j,-5.669213e-01+4.307410e-03j,-5.790279e-01+1.167252e-02j,-4.736112e-01+1.443551e-02j,-2.044833e-01+2.024170e-02j,2.054299e-01+6.278230e-04j,6.293182e-01-3.102775e-02j,-7.518696e-01-1.937942e-02j,-8.578012e-01-2.504619e-02j,-1.549502e+00-9.749954e-03j,-2.207647e+00-1.556467e-02j,-2.658811e+00+9.622217e-03j,-2.755111e+00+4.415173e-02j,-2.731882e+00+4.390684e-02j,-1.173373e+00+1.342186e-02j
